topology-name,topologies-per-dim-1,topologies-per-dim-2,dimension-type-1,dimension-type-2,dimensions-count,units-count-1,units-count-2,link-latency-1,link-latency-2,link-bandwidth-1,link-bandwidth-2,nic-latency-1,nic-latency-2,router-latency-1,router-latency-2,hbm-latency-1,hbm-latency-2,hbm-bandwidth-1,hbm-bandwidth-2,hbm-scale-1,hbm-scale-2,links-count-1,links-count-2,scheduling-policy,endpoint-delay,active-chunks-per-dimension,preferred-dataset-splits,boost-mode,all-reduce-implementation,all-gather-implementation,reduce-scatter-implementation,all-to-all-implementation,collective-optimization
Hierarchical,Ring,FullyConnected,P,P,2,2,2,96,300,124.8,200.6,0,0,3,1,426,249,124,351,0,1,2,7,LIFO,9,1,11,0,ring_ring,direct_direct,ring_ring,oneRing,baseline
Hierarchical,FullyConnected,FullyConnected,P,P,2,3,8,169,281,44.6,197.6,0,0,3,8,32,194,186,459,0,0,7,7,FIFO,3,1,18,1,direct_direct,ring_ring,ring_ring,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,Ring,Switch,N,N,2,7,3,57,10,125.6,62.7,0,0,5,4,206,352,485,169,1,1,2,1,FIFO,10,1,23,1,direct_direct,ring_ring,oneRing,oneDirect,baseline
Hierarchical,FullyConnected,FullyConnected,N,N,2,4,4,260,272,57.6,105.6,0,0,4,9,493,241,13,85,0,1,7,7,FIFO,6,1,8,1,oneRing,oneRing,oneRing,oneRing,localBWAware
Hierarchical,FullyConnected,FullyConnected,N,N,2,5,6,213,476,172.5,208.2,0,0,5,9,455,405,202,59,0,1,7,7,LIFO,8,1,16,1,ring_ring,ring_ring,oneDirect,oneDirect,baseline
Hierarchical,Switch,Switch,N,N,2,5,6,203,118,107.4,76.8,0,0,7,3,406,420,284,141,1,1,1,1,LIFO,4,1,9,1,oneDirect,oneRing,direct_direct,oneRing,localBWAware
Hierarchical,Ring,Ring,N,N,2,3,2,155,157,84.9,87.6,0,0,3,4,72,498,279,449,0,1,2,2,LIFO,6,1,17,1,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,direct_direct,baseline
Hierarchical,Switch,FullyConnected,N,N,2,4,8,366,296,96.8,229.9,0,0,0,6,424,109,479,112,0,1,1,7,LIFO,8,1,14,1,oneRing,oneDirect,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,FullyConnected,Switch,N,N,2,7,5,478,93,204.8,14.4,0,0,9,3,130,101,29,94,1,1,7,1,LIFO,9,1,12,1,oneDirect,oneRing,doubleBinaryTree_doubleBinaryTree,ring_ring,baseline
Hierarchical,Ring,Switch,N,N,2,7,4,224,185,130.7,12.5,0,0,9,5,267,207,168,34,0,0,2,1,LIFO,5,1,30,1,oneDirect,oneDirect,doubleBinaryTree_doubleBinaryTree,oneRing,baseline
Hierarchical,Switch,Switch,N,N,2,8,8,375,1,121.0,148.0,0,0,10,2,347,364,33,109,1,0,1,1,FIFO,3,1,30,1,oneRing,oneDirect,oneDirect,ring_ring,localBWAware
Hierarchical,Ring,Switch,P,P,2,8,4,255,136,120.3,189.9,0,0,6,2,406,236,266,301,0,0,2,1,FIFO,8,1,29,0,doubleBinaryTree_doubleBinaryTree,oneDirect,oneDirect,direct_direct,localBWAware
Hierarchical,Switch,Ring,P,P,2,4,8,90,39,97.1,237.6,0,0,9,4,270,92,102,402,1,1,1,2,FIFO,6,1,5,0,direct_direct,ring_ring,oneRing,direct_direct,localBWAware
Hierarchical,Ring,Switch,N,N,2,8,4,175,344,41.6,80.2,0,0,10,0,327,370,224,441,0,1,2,1,FIFO,6,1,4,0,oneDirect,oneRing,doubleBinaryTree_doubleBinaryTree,oneDirect,baseline
Hierarchical,Switch,FullyConnected,N,N,2,3,5,400,277,211.6,150.7,0,0,2,5,153,367,1,98,0,0,1,7,LIFO,2,1,10,0,direct_direct,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,FullyConnected,Ring,N,N,2,3,5,35,282,210.9,29.8,0,0,0,1,263,139,49,324,0,0,7,2,LIFO,8,1,31,1,ring_ring,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Switch,Switch,N,N,2,2,2,222,59,73.8,217.2,0,0,3,2,282,138,111,59,0,1,1,1,FIFO,9,1,12,1,doubleBinaryTree_doubleBinaryTree,oneRing,doubleBinaryTree_doubleBinaryTree,oneRing,localBWAware
Hierarchical,Switch,Switch,P,P,2,4,5,262,259,48.1,195.7,0,0,1,2,26,157,429,215,0,0,1,1,LIFO,5,1,7,1,direct_direct,ring_ring,direct_direct,ring_ring,baseline
Hierarchical,Switch,Ring,P,P,2,6,2,335,251,178.5,216.9,0,0,6,0,234,465,31,138,1,0,1,2,LIFO,4,1,14,1,oneRing,oneRing,ring_ring,oneRing,baseline
Hierarchical,Switch,FullyConnected,N,N,2,8,5,282,221,139.2,143.2,0,0,4,9,414,316,423,307,0,0,1,7,FIFO,4,1,13,0,ring_ring,direct_direct,ring_ring,ring_ring,baseline
Hierarchical,FullyConnected,Ring,P,P,2,8,5,304,158,194.1,93.9,0,0,4,2,301,343,218,343,0,1,7,2,FIFO,3,1,12,0,direct_direct,direct_direct,ring_ring,direct_direct,localBWAware
Hierarchical,FullyConnected,Switch,P,P,2,8,6,145,456,194.5,207.8,0,0,8,10,487,251,135,496,0,1,7,1,FIFO,8,1,10,0,oneDirect,oneDirect,ring_ring,oneRing,localBWAware
Hierarchical,Switch,FullyConnected,P,P,2,8,5,241,319,239.9,242.4,0,0,7,10,263,175,313,38,0,0,1,7,LIFO,1,1,21,0,ring_ring,ring_ring,direct_direct,oneRing,localBWAware
Hierarchical,Switch,Ring,P,P,2,5,2,146,280,80.1,27.8,0,0,4,6,442,290,352,179,0,0,1,2,FIFO,7,1,14,1,ring_ring,ring_ring,oneDirect,direct_direct,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,7,3,355,431,234.9,74.8,0,0,0,2,252,134,30,262,0,0,7,2,FIFO,9,1,12,1,oneDirect,oneRing,oneDirect,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Ring,Ring,N,N,2,4,4,454,91,124.0,72.5,0,0,2,2,257,340,427,91,0,1,2,2,LIFO,10,1,29,1,oneDirect,oneDirect,oneRing,ring_ring,baseline
Hierarchical,FullyConnected,Switch,N,N,2,8,4,4,121,204.7,136.2,0,0,5,4,82,479,176,444,1,1,7,1,LIFO,2,1,13,1,ring_ring,ring_ring,oneDirect,oneDirect,baseline
Hierarchical,Ring,FullyConnected,N,N,2,2,2,289,113,167.1,148.7,0,0,1,8,80,319,191,354,1,0,2,7,FIFO,2,1,12,0,oneDirect,oneRing,direct_direct,oneDirect,baseline
Hierarchical,Ring,FullyConnected,N,N,2,2,6,285,447,226.1,116.6,0,0,5,8,40,369,150,406,0,1,2,7,LIFO,8,1,24,0,ring_ring,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,localBWAware
Hierarchical,Ring,Ring,P,P,2,8,2,358,30,201.7,219.7,0,0,6,3,5,337,190,404,0,1,2,2,FIFO,6,1,24,1,oneRing,doubleBinaryTree_doubleBinaryTree,ring_ring,ring_ring,baseline
Hierarchical,Switch,Ring,P,P,2,4,4,324,247,121.8,40.4,0,0,2,6,327,419,199,112,1,1,1,2,LIFO,4,1,7,0,oneDirect,oneRing,direct_direct,direct_direct,baseline
Hierarchical,Ring,Switch,N,N,2,3,2,281,238,156.6,123.9,0,0,0,1,483,266,337,454,0,1,2,1,FIFO,8,1,25,0,direct_direct,direct_direct,direct_direct,direct_direct,baseline
Hierarchical,Ring,Ring,N,N,2,4,7,399,20,80.5,170.5,0,0,0,5,100,471,96,279,1,1,2,2,FIFO,10,1,5,0,ring_ring,oneDirect,oneRing,direct_direct,localBWAware
Hierarchical,FullyConnected,Ring,P,P,2,4,7,257,385,145.8,206.3,0,0,9,0,388,306,194,207,1,1,7,2,FIFO,6,1,26,0,direct_direct,direct_direct,direct_direct,oneDirect,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,8,8,384,217,108.7,234.3,0,0,1,10,338,229,440,130,0,0,7,2,LIFO,4,1,7,1,oneDirect,oneDirect,ring_ring,oneRing,baseline
Hierarchical,Switch,FullyConnected,N,N,2,5,3,198,261,173.4,186.2,0,0,7,8,382,356,104,321,1,1,1,7,FIFO,10,1,18,1,oneRing,oneRing,direct_direct,oneDirect,localBWAware
Hierarchical,FullyConnected,FullyConnected,N,N,2,4,4,79,360,178.3,193.2,0,0,6,4,163,270,177,366,1,0,7,7,LIFO,6,1,15,0,oneDirect,oneDirect,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Ring,FullyConnected,P,P,2,8,3,202,341,19.1,82.1,0,0,5,7,493,394,349,38,0,0,2,7,FIFO,5,1,16,0,oneDirect,ring_ring,oneDirect,oneDirect,baseline
Hierarchical,Ring,Switch,P,P,2,7,5,12,237,241.1,212.3,0,0,5,0,89,261,65,205,0,0,2,1,LIFO,3,1,13,1,oneDirect,oneDirect,oneDirect,direct_direct,localBWAware
Hierarchical,Ring,Switch,N,N,2,8,8,141,199,118.1,133.4,0,0,1,6,394,80,142,314,1,1,2,1,FIFO,1,1,6,0,oneDirect,ring_ring,ring_ring,ring_ring,localBWAware
Hierarchical,Ring,FullyConnected,P,P,2,2,2,167,330,49.5,178.9,0,0,4,7,398,386,33,280,0,0,2,7,LIFO,6,1,11,0,oneDirect,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,oneRing,baseline
Hierarchical,Switch,FullyConnected,P,P,2,8,3,42,388,108.3,164.8,0,0,6,8,316,425,216,500,1,0,1,7,LIFO,10,1,7,0,ring_ring,oneDirect,oneRing,oneDirect,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,8,7,249,374,57.4,79.7,0,0,1,3,251,96,141,180,0,1,7,2,FIFO,8,1,22,0,direct_direct,oneDirect,ring_ring,ring_ring,localBWAware
Hierarchical,Switch,Switch,P,P,2,4,6,252,223,240.7,68.1,0,0,7,8,426,456,221,237,0,0,1,1,FIFO,3,1,20,0,ring_ring,doubleBinaryTree_doubleBinaryTree,direct_direct,oneDirect,localBWAware
Hierarchical,Switch,FullyConnected,N,N,2,7,8,100,335,149.1,212.8,0,0,5,4,355,493,79,2,1,0,1,7,LIFO,2,1,30,1,oneRing,oneRing,ring_ring,oneRing,localBWAware
Hierarchical,Switch,FullyConnected,N,N,2,4,3,393,213,64.9,148.7,0,0,0,0,455,320,251,8,0,0,1,7,LIFO,7,1,15,0,ring_ring,oneDirect,doubleBinaryTree_doubleBinaryTree,direct_direct,localBWAware
Hierarchical,FullyConnected,Switch,N,N,2,4,2,273,383,162.1,241.0,0,0,0,8,67,386,325,385,0,0,7,1,FIFO,10,1,8,0,doubleBinaryTree_doubleBinaryTree,oneRing,oneDirect,direct_direct,baseline
Hierarchical,Switch,Ring,P,P,2,4,4,335,53,126.8,248.4,0,0,7,3,258,265,335,134,1,0,1,2,FIFO,6,1,19,1,oneDirect,oneRing,oneDirect,ring_ring,localBWAware
Hierarchical,FullyConnected,FullyConnected,P,P,2,8,7,37,253,43.2,229.2,0,0,8,3,405,73,475,380,1,1,7,7,LIFO,7,1,10,0,direct_direct,oneDirect,doubleBinaryTree_doubleBinaryTree,direct_direct,baseline
Hierarchical,FullyConnected,FullyConnected,P,P,2,7,6,233,402,142.2,216.7,0,0,9,5,158,136,143,142,0,0,7,7,LIFO,5,1,8,1,direct_direct,direct_direct,ring_ring,ring_ring,localBWAware
Hierarchical,Switch,FullyConnected,N,N,2,2,8,58,299,211.4,112.6,0,0,10,6,110,285,193,393,1,0,1,7,FIFO,4,1,31,1,direct_direct,direct_direct,doubleBinaryTree_doubleBinaryTree,ring_ring,localBWAware
Hierarchical,Switch,Ring,N,N,2,4,7,449,103,194.9,146.1,0,0,8,2,73,427,187,201,0,1,1,2,FIFO,4,1,24,1,ring_ring,direct_direct,doubleBinaryTree_doubleBinaryTree,oneDirect,baseline
Hierarchical,Ring,FullyConnected,N,N,2,8,8,433,400,188.8,93.6,0,0,5,2,240,87,490,472,0,1,2,7,FIFO,6,1,24,0,doubleBinaryTree_doubleBinaryTree,oneDirect,oneRing,direct_direct,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,8,2,432,292,204.2,36.2,0,0,3,1,491,316,40,433,1,1,7,2,FIFO,4,1,24,0,ring_ring,direct_direct,oneRing,oneDirect,baseline
Hierarchical,FullyConnected,Switch,P,P,2,4,8,199,293,224.3,89.6,0,0,3,6,194,160,188,143,0,1,7,1,LIFO,7,1,8,0,ring_ring,oneDirect,ring_ring,oneDirect,localBWAware
Hierarchical,Ring,Ring,P,P,2,2,4,355,89,195.4,13.6,0,0,6,8,82,70,57,244,1,0,2,2,LIFO,7,1,23,1,ring_ring,ring_ring,ring_ring,ring_ring,baseline
Hierarchical,Ring,Switch,P,P,2,8,2,122,77,191.5,104.3,0,0,7,10,281,468,124,198,1,0,2,1,LIFO,6,1,30,1,oneRing,oneRing,oneDirect,ring_ring,baseline
Hierarchical,FullyConnected,FullyConnected,P,P,2,4,3,201,408,111.2,223.8,0,0,6,2,197,38,150,57,1,1,7,7,LIFO,4,1,12,1,direct_direct,ring_ring,ring_ring,oneDirect,baseline
Hierarchical,FullyConnected,Ring,P,P,2,2,2,219,372,131.2,202.5,0,0,9,8,228,500,157,141,0,1,7,2,FIFO,6,1,23,1,oneRing,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,ring_ring,localBWAware
Hierarchical,FullyConnected,Switch,N,N,2,2,2,130,283,80.7,122.4,0,0,4,3,236,352,335,326,0,0,7,1,LIFO,6,1,12,1,direct_direct,direct_direct,oneDirect,direct_direct,baseline
Hierarchical,FullyConnected,Ring,N,N,2,8,8,494,414,15.4,144.5,0,0,8,5,332,376,450,135,1,1,7,2,LIFO,1,1,14,1,direct_direct,direct_direct,doubleBinaryTree_doubleBinaryTree,ring_ring,baseline
Hierarchical,Switch,Ring,P,P,2,4,2,195,79,55.6,58.5,0,0,8,5,424,325,255,151,0,1,1,2,FIFO,6,1,27,1,oneRing,doubleBinaryTree_doubleBinaryTree,ring_ring,direct_direct,baseline
Hierarchical,FullyConnected,Ring,P,P,2,4,3,194,139,142.1,25.8,0,0,6,3,392,253,332,332,1,1,7,2,FIFO,2,1,27,0,ring_ring,direct_direct,direct_direct,oneDirect,localBWAware
Hierarchical,FullyConnected,Switch,N,N,2,4,5,497,77,123.3,159.6,0,0,10,2,244,106,38,416,0,0,7,1,FIFO,4,1,8,0,ring_ring,oneRing,oneRing,ring_ring,localBWAware
Hierarchical,Switch,Switch,P,P,2,7,2,388,408,23.0,247.3,0,0,6,8,187,79,295,481,1,1,1,1,FIFO,7,1,27,1,direct_direct,direct_direct,ring_ring,oneDirect,localBWAware
Hierarchical,Switch,FullyConnected,N,N,2,8,4,45,370,101.8,107.1,0,0,7,0,136,156,166,327,0,0,1,7,LIFO,8,1,4,0,oneDirect,doubleBinaryTree_doubleBinaryTree,oneRing,oneDirect,localBWAware
Hierarchical,Ring,Switch,P,P,2,7,2,192,422,208.2,152.3,0,0,0,9,35,79,233,54,1,0,2,1,LIFO,5,1,28,1,oneDirect,oneDirect,ring_ring,oneRing,baseline
Hierarchical,Ring,Switch,N,N,2,3,5,379,429,62.2,167.2,0,0,10,2,130,132,28,448,0,1,2,1,FIFO,10,1,8,0,direct_direct,ring_ring,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,FullyConnected,FullyConnected,N,N,2,8,4,27,176,82.6,38.6,0,0,10,5,246,352,103,222,1,0,7,7,LIFO,9,1,17,0,oneDirect,ring_ring,oneDirect,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Switch,FullyConnected,P,P,2,4,2,379,73,124.1,133.2,0,0,3,7,245,275,454,432,1,0,1,7,FIFO,7,1,19,0,oneRing,oneRing,oneRing,direct_direct,localBWAware
Hierarchical,FullyConnected,FullyConnected,N,N,2,7,5,222,401,141.4,210.0,0,0,3,10,439,168,395,138,0,0,7,7,LIFO,5,1,8,1,ring_ring,direct_direct,direct_direct,oneDirect,baseline
Hierarchical,Switch,Ring,P,P,2,8,7,203,268,222.1,90.3,0,0,4,8,186,187,305,335,0,0,1,2,LIFO,6,1,4,1,ring_ring,direct_direct,ring_ring,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,FullyConnected,Ring,N,N,2,5,3,195,302,89.2,25.0,0,0,6,8,9,219,158,375,0,0,7,2,LIFO,6,1,6,1,ring_ring,ring_ring,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Ring,FullyConnected,P,P,2,4,3,125,278,49.8,218.7,0,0,10,10,168,116,92,205,1,0,2,7,LIFO,2,1,5,0,oneRing,oneDirect,oneRing,oneDirect,baseline
Hierarchical,Switch,Switch,P,P,2,4,6,448,355,209.1,48.0,0,0,10,7,91,12,275,177,1,1,1,1,FIFO,4,1,22,0,direct_direct,doubleBinaryTree_doubleBinaryTree,doubleBinaryTree_doubleBinaryTree,ring_ring,baseline
Hierarchical,FullyConnected,FullyConnected,P,P,2,6,6,235,426,95.5,81.6,0,0,1,2,363,223,251,463,0,0,7,7,FIFO,9,1,5,1,ring_ring,ring_ring,doubleBinaryTree_doubleBinaryTree,oneRing,localBWAware
Hierarchical,Switch,Switch,P,P,2,8,7,47,473,82.8,246.5,0,0,0,8,265,221,446,168,1,1,1,1,LIFO,8,1,15,0,ring_ring,oneDirect,oneRing,oneDirect,localBWAware
Hierarchical,FullyConnected,Ring,P,P,2,4,2,321,316,119.4,112.3,0,0,1,8,483,176,343,58,0,0,7,2,FIFO,4,1,28,1,oneDirect,doubleBinaryTree_doubleBinaryTree,ring_ring,ring_ring,baseline
Hierarchical,FullyConnected,FullyConnected,P,P,2,4,2,305,90,174.0,22.6,0,0,7,6,59,383,21,325,1,1,7,7,LIFO,8,1,9,0,direct_direct,doubleBinaryTree_doubleBinaryTree,oneRing,direct_direct,baseline
Hierarchical,FullyConnected,FullyConnected,N,N,2,8,7,5,457,20.7,17.8,0,0,3,8,342,408,9,102,1,0,7,7,LIFO,3,1,17,0,ring_ring,direct_direct,oneRing,doubleBinaryTree_doubleBinaryTree,baseline
Hierarchical,Ring,Switch,P,P,2,2,2,429,73,142.8,32.2,0,0,9,5,66,122,340,141,0,1,2,1,FIFO,6,1,18,1,oneDirect,oneRing,doubleBinaryTree_doubleBinaryTree,direct_direct,localBWAware
Hierarchical,FullyConnected,Ring,P,P,2,4,2,438,80,142.5,109.2,0,0,8,1,351,300,276,158,1,0,7,2,LIFO,1,1,26,1,oneRing,oneRing,doubleBinaryTree_doubleBinaryTree,oneDirect,localBWAware
Hierarchical,Switch,Switch,P,P,2,8,2,436,410,222.6,24.6,0,0,0,9,20,413,44,281,1,1,1,1,LIFO,9,1,6,0,direct_direct,oneDirect,oneDirect,oneRing,baseline
Hierarchical,Ring,FullyConnected,P,P,2,6,6,329,352,160.7,131.0,0,0,3,10,361,152,241,397,1,1,2,7,LIFO,10,1,24,1,oneRing,oneDirect,direct_direct,oneRing,baseline
Hierarchical,Ring,Switch,N,N,2,8,2,365,96,212.7,214.4,0,0,4,2,357,112,291,320,0,1,2,1,FIFO,8,1,10,0,oneDirect,oneDirect,oneDirect,ring_ring,baseline
Hierarchical,Ring,Ring,P,P,2,5,6,244,13,186.0,106.7,0,0,8,5,272,192,149,437,0,0,2,2,LIFO,6,1,25,1,oneDirect,oneDirect,ring_ring,ring_ring,baseline
Hierarchical,Ring,Ring,N,N,2,8,5,153,485,50.4,165.2,0,0,2,6,372,389,355,165,1,0,2,2,LIFO,2,1,21,0,oneRing,ring_ring,doubleBinaryTree_doubleBinaryTree,direct_direct,localBWAware
Hierarchical,FullyConnected,Ring,N,N,2,4,8,449,382,85.8,51.3,0,0,1,5,108,489,46,235,1,0,7,2,FIFO,7,1,15,1,oneRing,doubleBinaryTree_doubleBinaryTree,oneRing,oneRing,localBWAware
Hierarchical,FullyConnected,FullyConnected,P,P,2,8,8,440,444,128.0,121.4,0,0,6,2,499,484,234,204,1,1,7,7,FIFO,10,1,20,0,oneDirect,doubleBinaryTree_doubleBinaryTree,direct_direct,oneDirect,localBWAware
Hierarchical,FullyConnected,Ring,P,P,2,2,4,405,118,244.2,248.0,0,0,8,0,431,249,348,430,1,0,7,2,FIFO,8,1,11,0,ring_ring,direct_direct,direct_direct,ring_ring,localBWAware
Hierarchical,Switch,FullyConnected,P,P,2,4,3,378,6,224.5,171.6,0,0,6,8,29,336,139,484,0,1,1,7,LIFO,1,1,23,0,oneDirect,doubleBinaryTree_doubleBinaryTree,ring_ring,direct_direct,localBWAware
